Date;ON;1W;1M;2M;3M;6M;12M
2018-08-14;1.91325;1.95163;2.0635;2.18263;2.3151900000000003;2.51238;2.8135
2018-08-13;1.9125;1.95288;2.0626900000000004;2.1783799999999998;2.31375;2.50763;2.803
2018-08-10;1.9125;1.9518799999999998;2.06675;2.1863799999999998;2.31925;2.51213;2.8155
2018-08-09;1.91625;1.95425;2.06731;2.19238;2.338;2.51713;2.8275
2018-08-08;1.91625;1.95138;2.06344;2.1855;2.3405;2.517;2.82775
2018-08-07;1.9133799999999999;1.95;2.07113;2.18381;2.34144;2.52238;2.8243099999999997
2018-08-06;1.92;1.9505;2.08256;2.17844;2.34325;2.52163;2.82688
2018-08-03;1.915;1.95025;2.07931;2.1823799999999998;2.343;2.52475;2.82738
2018-08-02;1.92025;1.949;2.08019;2.18206;2.3405;2.5305;2.82775
2018-08-01;1.91563;1.94525;2.08213;2.18075;2.34825;2.53363;2.83213
2018-07-31;1.9153799999999999;1.95363;2.08138;2.1790599999999998;2.34856;2.5305;2.82781
2018-07-30;1.916;1.95538;2.0815;2.1736299999999997;2.34313;2.5305;2.82125
2018-07-27;1.91163;1.95325;2.07675;2.16875;2.34238;2.52988;2.82138
2018-07-26;1.91725;1.95275;2.07163;2.17138;2.33888;2.5286299999999997;2.81663
2018-07-25;1.91488;1.9433799999999999;2.07688;2.174;2.33688;2.5225;2.80775
2018-07-24;1.9141299999999999;1.95;2.07013;2.17238;2.33488;2.5225;2.808
2018-07-23;1.91838;1.94938;2.06363;2.16463;2.3353099999999998;2.52088;2.7991900000000003
2018-07-20;1.9135;1.9526299999999999;2.069;2.17938;2.34156;2.52425;2.80163
2018-07-19;1.91225;1.95413;2.081;2.17963;2.34706;2.52725;2.80744
2018-07-18;1.91325;1.95213;2.08625;2.179;2.3475;2.52663;2.80088
2018-07-17;1.91825;1.94913;2.08175;2.17313;2.34194;2.52313;2.79575
2018-07-16;1.9126299999999998;1.9565;2.0785;2.1735;2.33263;2.5185;2.78775
2018-07-13;1.91763;1.9646299999999999;2.07325;2.17338;2.336;2.52088;2.78688
2018-07-12;1.91763;1.9638799999999998;2.07163;2.17313;2.3391900000000003;2.51963;2.78531
2018-07-11;1.91825;1.95675;2.07425;2.17288;2.337;2.51238;2.7784400000000002
2018-07-10;1.91925;1.96163;2.0665;2.16713;2.33744;2.51188;2.78094
2018-07-09;1.92588;1.96;2.0775;2.17175;2.33313;2.50875;2.7759400000000003
2018-07-06;1.92563;1.96875;2.08625;2.16938;2.33144;2.50813;2.77375
2018-07-05;1.92813;1.97269;2.09713;2.1775599999999997;2.3386299999999998;2.52025;2.784
2018-07-04;;1.9726299999999999;2.08725;2.1715;2.33731;2.5059400000000003;2.7734400000000003
2018-07-03;1.92813;1.9730599999999998;2.08588;2.17475;2.33725;2.5068799999999998;2.77313
2018-07-02;1.92975;1.97688;2.09994;2.17319;2.3425;2.50969;2.77156
2018-06-29;1.9353799999999999;1.9790599999999998;2.09025;2.16913;2.33575;2.50125;2.7640599999999997
2018-06-28;1.93325;1.9796900000000002;2.09213;2.17288;2.33738;2.50125;2.76313
2018-06-27;1.93375;1.9810599999999998;2.0935;2.17113;2.33438;2.50063;2.76281
2018-06-26;1.935;1.98688;2.10188;2.16888;2.33563;2.5025;2.77094
2018-06-25;1.93163;1.9875;2.10288;2.1696299999999997;2.337;2.5025;2.76594
2018-06-22;1.928;1.98538;2.09775;2.17881;2.33888;2.5075;2.77688
2018-06-21;1.92788;1.9824400000000002;2.0911299999999997;2.17231;2.33506;2.50438;2.77031
2018-06-20;1.93038;1.9725599999999999;2.08363;2.16525;2.33188;2.50088;2.7725
2018-06-19;1.92888;1.97438;2.0878799999999997;2.15425;2.33025;2.495;2.7625
2018-06-18;1.9255;1.9718799999999999;2.08375;2.1505;2.3246900000000004;2.49688;2.77188
2018-06-15;1.92563;1.9718799999999999;2.08494;2.15175;2.32594;2.50375;2.77219
2018-06-14;1.93563;1.966;2.08506;2.15175;2.33469;2.5028799999999998;2.77188
2018-06-13;1.7126299999999999;1.955;2.07325;2.14925;2.34063;2.50013;2.76688
2018-06-12;1.71325;1.94094;2.05725;2.14675;2.33563;2.49875;2.7646900000000003
2018-06-11;1.7146299999999999;1.90688;2.04738;2.137;2.33263;2.49313;2.75794
2018-06-08;1.715;1.8599900000000003;2.04617;2.13489;2.32631;2.48875;2.74025
2018-06-07;1.71438;1.82625;2.04638;2.13525;2.32713;2.49188;2.75375
2018-06-06;1.7135;1.7726099999999998;2.02961;2.1236599999999997;2.32088;2.48375;2.7408799999999998
2018-06-05;1.712;1.7518799999999999;2.02454;2.12279;2.3191900000000003;2.47963;2.73888
2018-06-04;1.712;1.7518799999999999;2.01297;2.1183799999999997;2.3138099999999997;2.484;2.74011
2018-06-01;1.712;1.75406;2.00468;2.1112599999999997;2.3178099999999997;2.47438;2.7241299999999997
2018-05-31;1.71163;1.7515599999999998;2.0007;2.1068599999999997;2.32125;2.47375;2.71813
2018-05-30;1.71163;1.75;1.9824599999999999;2.0967700000000002;2.3003099999999996;2.4668799999999997;2.7
2018-05-29;1.7085;1.7543799999999998;1.9803099999999998;2.09718;2.3071900000000003;2.47;2.7075
2018-05-25;1.70725;1.75469;1.97563;2.0994200000000003;2.31813;2.48188;2.73137
2018-05-24;1.7085;1.75;1.96827;2.0989;2.3193799999999998;2.485;2.73742
2018-05-23;1.7078799999999998;1.7503099999999998;1.9596900000000002;2.10105;2.33;2.4975;2.75409
2018-05-22;1.7085;1.7515900000000002;1.96538;2.1075;2.33;2.49938;2.76402
2018-05-21;1.706;1.75125;1.96125;2.10675;2.33;2.49875;2.76523
2018-05-18;1.70725;1.75125;1.95275;2.10375;2.32938;2.49875;2.7648200000000003
2018-05-17;1.706;1.75128;1.94775;2.10338;2.33125;2.49938;2.76648
2018-05-16;1.70538;1.75063;1.935;2.09369;2.32563;2.49438;2.7614799999999997
2018-05-15;1.705;1.7543799999999998;1.93875;2.09167;2.32063;2.4925;2.75386
2018-05-14;1.705;1.755;1.93375;2.08569;2.33;2.50063;2.7574799999999997
2018-05-11;1.70625;1.7509400000000002;1.91871;2.08652;2.3425;2.515;2.76579
2018-05-10;1.705;1.755;1.91839;2.09171;2.355;2.51688;2.7681299999999998
2018-05-09;1.705;1.75375;1.92851;2.08636;2.35575;2.5181299999999998;2.77094
2018-05-08;1.705;1.755;1.92851;2.08186;2.3525;2.52375;2.77094
2018-05-04;1.70563;1.755;1.9277;2.08257;2.3690599999999997;2.52019;2.7766599999999997
2018-05-03;1.70438;1.75375;1.9227;2.0847599999999997;2.36313;2.51488;2.77273
2018-05-02;1.70438;1.75128;1.91713;2.08258;2.36294;2.51269;2.77685
2018-05-01;1.70438;1.75048;1.90875;2.07959;2.35375;2.51425;2.76598
2018-04-30;1.7036900000000001;1.75;1.9093200000000001;2.0656;2.36294;2.51175;2.7700400000000003
2018-04-27;1.70438;1.7518799999999999;1.9070099999999999;2.0611099999999998;2.35805;2.51956;2.78031
2018-04-26;1.70313;1.74938;1.9007599999999998;2.05582;2.35878;2.52175;2.76993
2018-04-25;1.70313;1.7475;1.89988;2.06313;2.3656099999999998;2.51925;2.77188
2018-04-24;1.70313;1.7425;1.8982599999999998;2.0606299999999997;2.36167;2.51625;2.76875
2018-04-23;1.70313;1.74375;1.8971099999999999;2.05938;2.35954;2.51563;2.76875
2018-04-20;1.70313;1.7425;1.89695;2.05813;2.3592299999999997;2.51125;2.76031
2018-04-19;1.70313;1.7425;1.8982599999999998;2.05625;2.36156;2.5093799999999997;2.7584400000000002
2018-04-18;1.705;1.7425;1.89707;2.04625;2.35866;2.50313;2.7475
2018-04-17;1.70375;1.7418799999999999;1.89563;2.04188;2.3553900000000003;2.50125;2.74606
2018-04-16;1.70125;1.7425;1.8942599999999998;2.0406299999999997;2.35509;2.50313;2.7440599999999997
2018-04-13;1.7018799999999998;1.73875;1.8955;2.0375;2.35281;2.49;2.7309400000000004
2018-04-12;1.70313;1.74;1.89688;2.0355;2.34769;2.48188;2.71719
2018-04-11;1.7018799999999998;1.73938;1.89563;2.02788;2.34163;2.4725;2.7095
2018-04-10;1.7018799999999998;1.73938;1.89438;2.0253799999999997;2.3390299999999997;2.4675;2.70419
2018-04-09;1.7018799999999998;1.73938;1.89713;2.0235;2.3373;2.47063;2.70356
2018-04-06;1.70313;1.74375;1.89713;2.02225;2.3374599999999996;2.4721900000000003;2.70825
2018-04-05;1.70313;1.74375;1.8951900000000002;2.02188;2.3306299999999998;2.46625;2.70031
2018-04-04;1.7018799999999998;1.74375;1.89063;2.01663;2.32461;2.46;2.68094
2018-04-03;1.69938;1.74063;1.8775;1.9978799999999999;2.32084;2.45988;2.67
2018-03-29;1.69688;1.745;1.88313;1.99944;2.31175;2.4524;2.66263
2018-03-28;1.69875;1.73875;1.88688;2.0034400000000003;2.308;2.44403;2.6595
2018-03-27;1.6975;1.73125;1.8768799999999999;1.9943799999999998;2.302;2.4529900000000002;2.67138
2018-03-26;1.6975;1.73625;1.8768799999999999;1.99688;2.2949599999999997;2.4538;2.672
2018-03-23;1.6975;1.73688;1.875;1.99338;2.29155;2.44971;2.6663799999999998
2018-03-22;1.6975;1.74163;1.8715;1.9915;2.28557;2.4473;2.677
2018-03-21;1.44875;1.73125;1.86125;1.97525;2.27108;2.4342200000000003;2.67638
2018-03-20;1.4475;1.71088;1.85382;1.961;2.2481400000000002;2.40988;2.65138
2018-03-19;1.4475;1.67734;1.84067;1.94675;2.22249;2.3905;2.63325
2018-03-16;1.44625;1.63;1.82207;1.9345;2.20175;2.36363;2.6145
2018-03-15;1.445;1.5890600000000001;1.8082;1.9161299999999999;2.1775;2.34175;2.60138
2018-03-14;1.445;1.51563;1.7863799999999999;1.90075;2.145;2.32113;2.59013
2018-03-13;1.445;1.48875;1.7766;1.89038;2.1245;2.30425;2.57763
2018-03-12;1.445;1.4834399999999999;1.76495;1.88038;2.10688;2.28675;2.56263
2018-03-09;1.44688;1.4825;1.75032;1.87145;2.08875;2.26863;2.5445
2018-03-08;1.44688;1.48;1.73957;1.86058;2.0714;2.25925;2.5326299999999997
2018-03-07;1.44688;1.48219;1.7179400000000002;1.8486099999999999;2.05725;2.2455;2.51856
2018-03-06;1.44688;1.47875;1.7113099999999999;1.8419299999999998;2.0472799999999998;2.24051;2.512
2018-03-05;1.4475;1.47813;1.7017;1.83064;2.0349;2.22929;2.4979400000000003
2018-03-02;1.4475;1.47781;1.6905;1.82686;2.0251900000000003;2.22843;2.49669
2018-03-01;1.44625;1.4775;1.6862;1.82349;2.02457;2.2248799999999997;2.5075
2018-02-28;1.4425;1.47875;1.6700700000000002;1.8139900000000002;2.0171900000000003;2.22375;2.50219
2018-02-27;1.4475;1.475;1.66418;1.80214;2.00625;2.21125;2.48125
2018-02-26;1.4475;1.47375;1.648;1.78893;1.9841900000000001;2.20113;2.46938
2018-02-23;1.44813;1.4725;1.6312;1.77781;1.95625;2.18188;2.45969
2018-02-22;1.44438;1.47125;1.6207;1.7639900000000002;1.94363;2.168;2.4496900000000004
2018-02-21;1.445;1.47125;1.60251;1.7491400000000001;1.91975;2.1455;2.42563
2018-02-20;1.445;1.4725;1.5956299999999999;1.7421900000000001;1.9039400000000002;2.12863;2.40844
2018-02-19;;1.4731299999999998;1.5956299999999999;1.73311;1.8921299999999999;2.11863;2.39813
2018-02-16;1.445;1.47125;1.59375;1.73006;1.88494;2.10613;2.39063
2018-02-15;1.44375;1.4706299999999999;1.59;1.7226599999999999;1.8725;2.0964400000000003;2.38125
2018-02-14;1.44375;1.4718799999999999;1.5881299999999998;1.70593;1.85;2.06283;2.3384400000000003
2018-02-13;1.44375;1.4706299999999999;1.5875;1.6994900000000002;1.83875;2.05715;2.32688
2018-02-12;1.4425;1.46938;1.5875;1.6987900000000002;1.83338;2.0486299999999997;2.31906
2018-02-09;1.44;1.46938;1.5832;1.6888599999999998;1.82;2.03831;2.3134900000000003
2018-02-08;1.43875;1.46861;1.58077;1.68324;1.8105;2.0263299999999997;2.29809
2018-02-07;1.43875;1.46875;1.57932;1.6724400000000001;1.7998900000000002;2.00438;2.28588
2018-02-06;1.43875;1.46875;1.57926;1.6714900000000001;1.7907;1.9918799999999999;2.27825
2018-02-05;1.4393799999999999;1.46871;1.58007;1.67333;1.79345;2.0008;2.2930900000000003
2018-02-02;1.44375;1.46869;1.5795700000000001;1.6689900000000002;1.78902;1.9921400000000002;2.29051
2018-02-01;1.44375;1.46963;1.57946;1.66724;1.78698;1.983;2.29278
2018-01-31;1.4393799999999999;1.47011;1.5797;1.65894;1.77777;1.96625;2.26671
2018-01-30;1.4393799999999999;1.46875;1.5747;1.6576099999999998;1.7734;1.96625;2.26313
2018-01-29;1.4393799999999999;1.4675;1.57345;1.65363;1.77225;1.9671900000000002;2.2640599999999997
2018-01-26;1.43813;1.4675;1.56777;1.6514;1.7669;1.95965;2.24594
2018-01-25;1.43813;1.46813;1.56693;1.6500599999999999;1.7603099999999998;1.9496900000000001;2.24063
2018-01-24;1.4375;1.465;1.5613700000000001;1.6395400000000002;1.75246;1.9373799999999999;2.23063
2018-01-23;1.4375;1.46563;1.56135;1.6393400000000002;1.7452;1.9284400000000002;2.2246900000000003
2018-01-22;1.4375;1.46586;1.5601399999999999;1.6393400000000002;1.7413;1.9255;2.22781
2018-01-19;1.4375;1.46596;1.56128;1.63475;1.74447;1.93175;2.2275
2018-01-18;1.4375;1.46533;1.56118;1.6348200000000002;1.7447;1.9255;2.2275
2018-01-17;1.4375;1.4653399999999999;1.5575;1.63478;1.73918;1.913;2.21438
2018-01-16;1.43875;1.4660600000000001;1.55613;1.6328;1.7340799999999998;1.9040599999999999;2.19563
2018-01-15;;1.46596;1.5561399999999999;1.63255;1.73133;1.89875;2.1886900000000002
2018-01-12;1.4375;1.46581;1.5594700000000001;1.63065;1.7215200000000002;1.88769;2.17313
2018-01-11;1.4375;1.46438;1.55945;1.63063;1.72019;1.88027;2.1640599999999997
2018-01-10;1.43625;1.4647;1.55375;1.6271;1.70911;1.8714400000000002;2.15552
2018-01-09;1.4375;1.46438;1.55375;1.625;1.7045700000000001;1.8651900000000001;2.14633
2018-01-08;1.4375;1.46832;1.55375;1.62372;1.70802;1.8652900000000001;2.15075
2018-01-05;1.4375;1.4697;1.5525;1.62194;1.70393;1.86507;2.14953
2018-01-04;1.4375;1.46971;1.555;1.62068;1.7038099999999998;1.85831;2.1383400000000004
2018-01-03;1.43875;1.4718799999999999;1.5568799999999998;1.6204100000000001;1.69593;1.8426900000000002;2.11782
2018-01-02;1.4375;1.48038;1.56175;1.62205;1.6969299999999998;1.83938;2.10933
2017-12-29;1.42875;1.48038;1.56425;1.62186;1.69428;1.83707;2.10697
2017-12-28;1.4375;1.48413;1.56775;1.62189;1.69465;1.8436299999999999;2.1063400000000003
2017-12-27;1.435;1.4891299999999998;1.569;1.62347;1.6933900000000002;1.843;2.11063
2017-12-22;1.43438;1.486;1.56375;1.61674;1.68577;1.8336299999999999;2.10216
2017-12-21;1.43438;1.47538;1.55213;1.6067;1.6746400000000001;1.8248799999999998;2.09091
2017-12-20;1.43438;1.4580600000000001;1.53488;1.58629;1.65793;1.81413;2.08366
2017-12-19;1.43313;1.45658;1.5111299999999999;1.56025;1.6420299999999999;1.7883;2.06888
2017-12-18;1.43313;1.45533;1.5011299999999999;1.54905;1.62548;1.7817;2.05825
2017-12-15;1.43313;1.45386;1.495;1.53863;1.61331;1.77443;2.04763
2017-12-14;1.4275;1.44918;1.49078;1.52997;1.6004200000000002;1.7676900000000002;2.04263
2017-12-13;1.1825;1.43475;1.4770299999999998;1.5218200000000002;1.58849;1.75575;2.03856
2017-12-12;1.1825;1.42375;1.47195;1.51217;1.57352;1.7476900000000002;2.02825
2017-12-11;1.1825;1.38151;1.45951;1.5021799999999998;1.5634700000000001;1.73535;2.01356
2017-12-08;1.1825;1.34168;1.44438;1.4884899999999999;1.5487799999999998;1.7298799999999999;2.01075
2017-12-07;1.1825;1.29936;1.43185;1.47638;1.53606;1.7225;1.99731
2017-12-06;1.1825;1.22813;1.40688;1.46409;1.52263;1.71445;1.98825
2017-12-05;1.1825;1.21444;1.40319;1.459;1.51532;1.71125;1.9895
2017-12-04;1.1825;1.2131299999999998;1.39181;1.453;1.5084899999999999;1.69313;1.9816900000000002
2017-12-01;1.1825;1.21014;1.3793799999999998;1.4415;1.49463;1.67425;1.9604400000000002
2017-11-30;1.18;1.20688;1.37188;1.4353799999999999;1.48738;1.668;1.9516900000000001
2017-11-29;1.18625;1.205;1.36069;1.427;1.48063;1.6605;1.94481
2017-11-28;1.185;1.2021899999999999;1.34978;1.42275;1.47882;1.6573799999999999;1.93798
2017-11-27;1.18375;1.20106;1.34676;1.41713;1.47725;1.65832;1.9429400000000001
2017-11-24;1.18375;1.20341;1.33756;1.4121299999999999;1.46763;1.6539400000000002;1.93606
2017-11-23;;1.2008;1.3286200000000001;1.40767;1.4620600000000001;1.6521099999999997;1.9301099999999998
2017-11-22;1.18278;1.19969;1.3275;1.40578;1.46233;1.6521099999999997;1.934
2017-11-21;1.18278;1.20212;1.31287;1.39726;1.454;1.6448900000000002;1.92733
2017-11-20;1.18278;1.20367;1.2941799999999999;1.3883299999999998;1.44594;1.63489;1.9084400000000001
2017-11-17;1.18278;1.2026700000000001;1.28719;1.38278;1.4406700000000001;1.63211;1.90622
2017-11-16;1.18278;1.2037200000000001;1.28267;1.37944;1.43567;1.63171;1.90067
2017-11-15;1.18278;1.20356;1.266;1.36406;1.4219;1.6181;1.88622
2017-11-14;1.18278;1.2040600000000001;1.2635;1.361;1.41899;1.62208;1.89261
2017-11-13;1.18278;1.2035;1.2502799999999998;1.356;1.4158600000000001;1.61618;1.88428
2017-11-10;1.18333;1.20422;1.24606;1.35433;1.41289;1.61461;1.8815
2017-11-09;1.18333;1.20272;1.24494;1.3521100000000001;1.41289;1.61239;1.88178
2017-11-08;1.18333;1.205;1.24606;1.3416700000000001;1.40981;1.60162;1.87317
2017-11-07;1.1838899999999999;1.2055;1.24389;1.33944;1.40258;1.59809;1.86844
2017-11-06;1.1838899999999999;1.205;1.24424;1.3347200000000001;1.39703;1.59406;1.86428
2017-11-03;1.18444;1.20444;1.24322;1.33389;1.39194;1.59017;1.8628900000000002
2017-11-02;1.1838899999999999;1.2046700000000001;1.2421200000000001;1.33267;1.39139;1.58907;1.86317
2017-11-01;1.18222;1.20656;1.2433299999999998;1.32169;1.38483;1.57979;1.8559400000000001
2017-10-31;1.18222;1.20767;1.2433299999999998;1.31841;1.3812200000000001;1.57511;1.84844
2017-10-30;1.185;1.2046700000000001;1.24214;1.3161;1.37678;1.5730600000000001;1.84233
2017-10-27;1.18444;1.20326;1.24233;1.31376;1.38009;1.57267;1.8478900000000003
2017-10-26;1.18444;1.20517;1.24166;1.3121200000000002;1.37796;1.56447;1.8428900000000001
2017-10-25;1.18444;1.2024700000000001;1.23999;1.30723;1.37446;1.56219;1.8445599999999998
2017-10-24;1.18444;1.20239;1.23955;1.30431;1.3706399999999999;1.56444;1.8345599999999997
2017-10-23;1.18444;1.2017200000000001;1.2378799999999999;1.29965;1.36742;1.5607799999999998;1.8351099999999998
2017-10-20;1.18444;1.20444;1.2378799999999999;1.29504;1.36476;1.5548899999999999;1.83122
2017-10-19;1.185;1.20557;1.23888;1.29197;1.3625;1.55069;1.8278900000000002
2017-10-18;1.18444;1.20494;1.23888;1.283;1.36261;1.55055;1.8345599999999997
2017-10-17;1.18444;1.2066700000000001;1.23777;1.28044;1.35733;1.54522;1.82122
2017-10-16;1.18444;1.20594;1.23666;1.2768899999999999;1.35389;1.53316;1.8095599999999998
2017-10-13;1.18444;1.20444;1.2366700000000002;1.27744;1.35333;1.53433;1.8128900000000001
2017-10-12;1.18444;1.205;1.23889;1.27744;1.35917;1.53156;1.80844
2017-10-11;1.18333;1.20389;1.23889;1.273;1.35861;1.5293299999999999;1.8095599999999998
2017-10-10;1.18167;1.205;1.2377799999999999;1.27189;1.35667;1.52433;1.8067799999999998
2017-10-09;;1.20333;1.23722;1.27189;1.35639;1.5248899999999999;1.809
2017-10-06;1.18222;1.20222;1.235;1.2713299999999998;1.35028;1.51878;1.80456
2017-10-05;1.18222;1.20222;1.2377799999999999;1.27217;1.34861;1.5135;1.8001099999999999
2017-10-04;1.18222;1.20167;1.2377799999999999;1.2722200000000001;1.34667;1.51406;1.7978900000000002
2017-10-03;1.18056;1.20333;1.2377799999999999;1.27111;1.3425;1.5157200000000002;1.79872
2017-10-02;1.18;1.20333;1.23333;1.26944;1.33556;1.5093299999999998;1.79067
2017-09-29;1.18167;1.205;1.23222;1.26944;1.33389;1.506;1.78233
2017-09-28;1.18111;1.20167;1.235;1.26944;1.335;1.50944;1.78678
2017-09-27;1.18;1.1972200000000002;1.235;1.2722200000000001;1.3327799999999999;1.50389;1.7853900000000003
2017-09-26;1.1783299999999999;1.19556;1.23444;1.27167;1.33083;1.49711;1.77567
2017-09-25;1.1783299999999999;1.19444;1.2366700000000002;1.26944;1.32972;1.49711;1.77483
2017-09-22;1.17889;1.19444;1.23833;1.2722200000000001;1.32944;1.4968299999999999;1.7753900000000002
2017-09-21;1.17889;1.19444;1.23722;1.2733299999999999;1.32833;1.491;1.76761
2017-09-20;1.17889;1.19556;1.23556;1.27278;1.3230600000000001;1.48;1.7473299999999998
2017-09-19;1.17889;1.1966700000000001;1.23722;1.27167;1.3261100000000001;1.47861;1.7442799999999998
2017-09-18;1.17889;1.19556;1.23611;1.26944;1.325;1.47444;1.73983
2017-09-15;1.17889;1.19611;1.23722;1.27278;1.32389;1.4711100000000001;1.73206
2017-09-14;1.17889;1.1966700000000001;1.23444;1.27167;1.32111;1.45861;1.7195599999999998
2017-09-13;1.1772200000000002;1.19556;1.23444;1.27167;1.32;1.45583;1.71233
2017-09-12;1.1777799999999998;1.1966700000000001;1.2366700000000002;1.2722200000000001;1.3191700000000002;1.45444;1.7095599999999997
2017-09-11;1.1777799999999998;1.1966700000000001;1.23611;1.272;1.31667;1.44933;1.699
2017-09-08;1.1772200000000002;1.195;1.23611;1.27178;1.31033;1.44767;1.69511
2017-09-07;1.17611;1.195;1.235;1.27389;1.31722;1.45167;1.709
2017-09-06;1.17611;1.195;1.23222;1.275;1.31722;1.45222;1.7078900000000001
2017-09-05;1.1777799999999998;1.1966700000000001;1.23111;1.275;1.31722;1.455;1.7145599999999999
2017-09-04;;1.1972200000000002;1.23167;1.27389;1.3161100000000001;1.45389;1.7128900000000002
2017-09-01;1.1772200000000002;1.20056;1.23056;1.27389;1.3161100000000001;1.45333;1.7117799999999999
2017-08-31;1.17556;1.20167;1.23167;1.27556;1.31778;1.45389;1.71344
2017-08-30;1.1777799999999998;1.20167;1.23722;1.27556;1.3161100000000001;1.45333;1.7117799999999999
2017-08-29;1.1783299999999999;1.20167;1.23889;1.27556;1.31694;1.45167;1.714
2017-08-25;1.1777799999999998;1.1966700000000001;1.23556;1.27111;1.31778;1.455;1.7278900000000001
2017-08-24;1.1777799999999998;1.1966700000000001;1.23389;1.27;1.31722;1.45389;1.72344
2017-08-23;1.1777799999999998;1.19444;1.23444;1.26833;1.31722;1.45556;1.7278900000000001
2017-08-22;1.1777799999999998;1.1972200000000002;1.23611;1.26389;1.31722;1.45611;1.72733
2017-08-21;1.1777799999999998;1.1977799999999998;1.23556;1.26389;1.31444;1.45639;1.72733
2017-08-18;1.1772200000000002;1.19944;1.235;1.26389;1.31472;1.45639;1.72622
2017-08-17;1.1777799999999998;1.1977799999999998;1.23056;1.26389;1.31639;1.4572200000000002;1.73289
2017-08-16;1.17889;1.1972200000000002;1.22833;1.26278;1.31667;1.45944;1.73622
2017-08-15;1.1777799999999998;1.1972200000000002;1.22833;1.2622200000000001;1.31417;1.45333;1.7278900000000001
2017-08-14;1.1777799999999998;1.1972200000000002;1.2277799999999999;1.2622200000000001;1.31417;1.45;1.7178900000000001
2017-08-11;1.1777799999999998;1.19889;1.2266700000000001;1.26111;1.315;1.45583;1.7245599999999999
2017-08-10;1.1777799999999998;1.1966700000000001;1.22889;1.2622200000000001;1.30911;1.45278;1.7284400000000002
2017-08-09;1.1777799999999998;1.1966700000000001;1.22889;1.26;1.3091700000000002;1.45222;1.7278900000000001
2017-08-08;1.1777799999999998;1.19611;1.23056;1.25944;1.30944;1.45222;1.7301099999999998
2017-08-07;1.1772200000000002;1.1972200000000002;1.22889;1.25944;1.31139;1.45222;1.73233
2017-08-04;1.1777799999999998;1.19944;1.22889;1.25944;1.3119399999999999;1.44944;1.7228900000000003
2017-08-03;1.1772200000000002;1.19611;1.23056;1.25778;1.3116700000000001;1.4511100000000001;1.72567
2017-08-02;1.1772200000000002;1.1977799999999998;1.23056;1.25778;1.3127799999999998;1.45167;1.72567
2017-08-01;1.17556;1.19611;1.23167;1.25611;1.31056;1.45167;1.72567
2017-07-31;1.17611;1.1966700000000001;1.23167;1.25556;1.31056;1.455;1.72733
2017-07-28;1.1783299999999999;1.1966700000000001;1.23167;1.25833;1.31056;1.455;1.729
2017-07-27;1.1772200000000002;1.19444;1.23389;1.25722;1.31111;1.45444;1.7295599999999998
2017-07-26;1.1777799999999998;1.19389;1.23333;1.25778;1.31389;1.4572200000000002;1.73622
2017-07-25;1.18;1.19389;1.23278;1.2566700000000002;1.31667;1.45389;1.739
2017-07-24;1.17889;1.19444;1.23278;1.26;1.31389;1.45278;1.73567
2017-07-21;1.17889;1.19222;1.23222;1.2605600000000001;1.31444;1.45306;1.73567
2017-07-20;1.17889;1.19056;1.22722;1.25833;1.3125;1.456;1.7378900000000002
2017-07-19;1.17889;1.19;1.22889;1.25722;1.30722;1.4532200000000002;1.73344
2017-07-18;1.1772200000000002;1.18944;1.2277799999999999;1.2566700000000002;1.30694;1.456;1.73344
2017-07-17;1.1777799999999998;1.1911100000000001;1.22833;1.2566700000000002;1.30611;1.4532200000000002;1.73289
2017-07-14;1.1772200000000002;1.18889;1.22611;1.2566700000000002;1.30361;1.456;1.73983
2017-07-13;1.1783299999999999;1.18889;1.22556;1.25722;1.30361;1.456;1.7378900000000002
2017-07-12;1.1783299999999999;1.18889;1.22444;1.25778;1.30389;1.46044;1.74594
2017-07-11;1.1772200000000002;1.18889;1.22389;1.255;1.3035;1.4626700000000001;1.75233
2017-07-10;1.17444;1.18889;1.22389;1.255;1.30411;1.46211;1.7509400000000002
2017-07-07;1.1738899999999999;1.19;1.22633;1.255;1.30522;1.4654399999999999;1.75761
2017-07-06;1.1738899999999999;1.1911100000000001;1.22444;1.255;1.30411;1.4654399999999999;1.7573299999999998
2017-07-05;1.1738899999999999;1.1911100000000001;1.22333;1.25556;1.303;1.4571100000000001;1.75122
2017-07-04;1.17167;1.19056;1.22333;1.25389;1.30211;1.45767;1.75122
2017-07-03;1.17167;1.1883299999999999;1.22689;1.25389;1.30072;1.456;1.7484400000000002
2017-06-30;1.16167;1.19;1.22389;1.2533299999999998;1.2991700000000002;1.44767;1.7384400000000002
2017-06-29;1.17333;1.19056;1.22722;1.25444;1.29861;1.44822;1.7395599999999998
2017-06-28;1.17667;1.18889;1.22611;1.25444;1.29639;1.44656;1.73678
2017-06-27;1.17611;1.18889;1.2237799999999999;1.25222;1.29506;1.4468299999999998;1.73289
2017-06-26;1.17611;1.1877799999999998;1.22211;1.25222;1.29483;1.44639;1.7345599999999999
2017-06-23;1.17667;1.18611;1.22;1.25111;1.29328;1.445;1.73344
2017-06-22;1.1772200000000002;1.195;1.21611;1.25111;1.29556;1.44861;1.73817
2017-06-21;1.1772200000000002;1.19222;1.21556;1.2505600000000001;1.28944;1.445;1.7353900000000002
2017-06-20;1.17611;1.19389;1.21556;1.2494399999999999;1.28722;1.43961;1.73594
2017-06-19;1.17667;1.19278;1.21389;1.24611;1.2802200000000001;1.4332200000000002;1.7284400000000002
